,Gaimersheim,Ingolstadt,Munich
0,0.0,6.299999999999997,0.0
1,0.0,6.600000000000001,0.0
2,0.0,6.299999999999997,0.0
3,0.0,6.299999999999997,-0.3000000000000007
4,0.0,6.600000000000001,0.0
5,0.0,6.600000000000001,0.0
6,0.0,6.600000000000001,0.0
7,0.0,6.600000000000001,0.0
8,0.0,6.600000000000001,0.0
9,0.0,6.600000000000001,0.0
10,0.0,6.899999999999999,0.0
11,0.0,6.600000000000001,0.0
12,0.0,6.899999999999999,0.0
13,0.0,6.600000000000001,0.0
14,0.0,6.600000000000001,0.0
15,0.0,6.899999999999999,0.0
16,0.0,6.899999999999999,0.0
17,0.0,6.600000000000001,0.0
18,0.0,6.899999999999999,0.0
19,0.0,6.600000000000001,0.0
20,0.0,6.899999999999999,0.0
21,0.0,6.600000000000001,0.0
22,0.0,6.899999999999999,0.0
23,0.0,6.600000000000001,-0.3000000000000007
24,-0.3000000000000007,6.899999999999999,0.0
25,0.0,6.600000000000001,-0.3000000000000007
26,0.0,6.899999999999999,0.0
27,0.0,6.600000000000001,0.0
28,0.0,6.899999999999999,0.0
29,0.0,6.600000000000001,0.0
30,0.0,6.899999999999999,0.0
31,0.0,6.899999999999999,0.0
32,0.0,6.899999999999999,0.0
33,0.0,6.899999999999999,-0.3000000000000007
34,0.0,6.899999999999999,0.0
35,0.0,6.899999999999999,0.0
36,0.0,6.899999999999999,0.0
37,0.0,6.899999999999999,0.0
38,0.0,6.899999999999999,0.0
39,-0.3000000000000007,7.200000000000003,0.0
40,0.0,7.200000000000003,0.0
41,0.0,7.200000000000003,0.0
42,0.0,7.200000000000003,0.0
43,-0.3000000000000007,7.200000000000003,0.0
44,0.0,7.200000000000003,0.0
45,0.0,7.5,0.0
46,0.0,7.200000000000003,0.0
47,0.0,7.200000000000003,0.0
48,0.0,7.5,0.0
49,0.0,7.5,0.0
50,-0.3000000000000007,7.5,0.0
51,-0.3000000000000007,7.5,0.0
52,0.0,7.5,0.0
53,0.0,7.5,0.0
54,-0.3000000000000007,7.5,0.0
55,-0.3000000000000007,7.5,0.0
56,0.0,7.799999999999997,0.0
57,0.0,7.799999999999997,0.0
58,0.0,7.799999999999997,0.0
59,0.0,7.799999999999997,0.0
60,0.0,7.799999999999997,0.0
61,-0.3000000000000007,7.799999999999997,0.0
62,0.0,7.799999999999997,0.0
63,0.0,7.799999999999997,0.0
64,0.0,8.100000000000001,0.0
65,0.0,7.799999999999997,0.0
66,0.0,8.100000000000001,0.0
67,0.0,8.100000000000001,0.0
68,-0.3000000000000007,8.100000000000001,0.0
69,0.0,8.100000000000001,0.0
70,0.0,8.100000000000001,-0.3000000000000007
71,0.0,8.399999999999999,0.0
72,0.0,8.399999999999999,0.0
73,0.0,8.399999999999999,0.0
74,-0.3000000000000007,8.399999999999999,0.0
75,0.0,8.399999999999999,0.0
76,0.0,8.399999999999999,-0.3000000000000007
77,0.0,8.399999999999999,0.0
78,0.0,8.700000000000003,0.0
79,0.0,8.700000000000003,-0.3000000000000007
80,0.0,8.399999999999999,0.0
81,0.0,8.700000000000003,0.0
82,0.0,8.700000000000003,0.0
83,0.0,8.700000000000003,0.0
84,0.0,8.700000000000003,-0.3000000000000007
85,0.0,8.700000000000003,0.0
86,0.0,8.700000000000003,0.0
87,-0.3000000000000007,8.700000000000003,-0.3000000000000007
88,0.0,8.700000000000003,0.0
89,0.0,8.700000000000003,0.0
90,0.0,8.700000000000003,0.0
91,0.0,8.700000000000003,0.0
92,0.0,9.0,0.0
93,0.0,9.0,0.0
94,0.0,9.0,0.0
95,0.0,9.0,0.0
96,0.0,9.0,0.0
97,0.0,9.0,0.0
98,-0.3000000000000007,9.299999999999997,0.0
99,-0.3000000000000007,9.299999999999997,0.0
100,0.0,9.299999999999997,0.0
101,0.0,9.299999999999997,0.0
102,0.0,9.299999999999997,0.0
103,0.0,9.299999999999997,0.0
104,0.0,9.299999999999997,0.0
105,0.0,9.299999999999997,0.0
106,0.0,9.299999999999997,0.0
107,-0.3000000000000007,9.600000000000001,0.0
108,0.0,9.299999999999997,0.0
109,0.0,9.299999999999997,-0.3000000000000007
110,-0.3000000000000007,9.299999999999997,0.0
111,-0.3000000000000007,9.299999999999997,0.0
112,0.0,9.299999999999997,0.0
113,0.0,9.299999999999997,0.0
114,0.0,9.299999999999997,-0.3000000000000007
115,0.0,9.299999999999997,-0.3000000000000007
116,0.0,9.299999999999997,0.0
117,0.0,9.299999999999997,0.0
118,0.0,9.299999999999997,-0.3000000000000007
119,0.0,9.299999999999997,0.0
120,-0.3000000000000007,9.299999999999997,0.0
121,0.0,9.299999999999997,0.0
122,-0.3000000000000007,9.299999999999997,0.0
123,0.0,9.299999999999997,0.0
124,0.0,9.299999999999997,0.0
125,-0.3000000000000007,9.299999999999997,0.0
126,0.0,9.299999999999997,0.0
127,0.0,9.299999999999997,-0.3000000000000007
128,0.0,9.299999999999997,0.0
129,0.0,9.299999999999997,0.0
130,0.0,9.299999999999997,-0.3000000000000007
131,0.0,9.299999999999997,0.0
132,-0.3000000000000007,9.299999999999997,0.0
133,0.0,9.299999999999997,0.0
134,0.0,9.299999999999997,0.0
135,0.0,9.299999999999997,0.0
136,0.0,9.299999999999997,0.0
137,-0.3000000000000007,9.299999999999997,0.0
138,0.0,9.299999999999997,-0.3000000000000007
139,0.0,9.299999999999997,0.0
140,-0.3000000000000007,9.299999999999997,0.0
141,0.0,9.0,0.0
142,0.0,9.299999999999997,0.0
143,-0.3000000000000007,9.299999999999997,0.0
144,-0.3000000000000007,9.299999999999997,0.0
145,0.0,9.0,-0.3000000000000007
146,0.0,9.299999999999997,0.0
147,0.0,9.299999999999997,0.0
148,0.0,9.299999999999997,0.0
149,0.0,9.0,0.0
150,0.0,9.0,0.0
151,0.0,9.299999999999997,0.0
152,0.0,9.299999999999997,0.0
153,0.0,9.299999999999997,0.0
154,0.0,9.299999999999997,0.0
155,-0.3000000000000007,9.299999999999997,0.0
156,0.0,9.299999999999997,-0.3000000000000007
157,0.0,9.299999999999997,0.0
158,0.0,9.299999999999997,0.0
159,0.0,9.299999999999997,0.0
160,0.0,9.299999999999997,-0.3000000000000007
161,0.0,9.0,0.0
162,0.0,9.299999999999997,0.0
163,0.0,9.299999999999997,-0.3000000000000007
164,0.0,9.299999999999997,0.0
165,0.0,9.0,0.0
